"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","AG LAND","AG LAND, WOODLAND - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","563","23.0"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","AG LAND","AG LAND, WOODLAND, (EXCL PASTURED) - ACRES","TOTAL","NOT SPECIFIED","22,524","33.1"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","AG LAND","AG LAND, WOODLAND, (EXCL PASTURED) - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","510","24.4"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","AG LAND","AG LAND, WOODLAND, PASTURED - ACRES","TOTAL","NOT SPECIFIED","2,237","45.2"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","AG LAND","AG LAND, WOODLAND, PASTURED - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","131","38.5"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","AG SERVICES","AG SERVICES, CUSTOM SERVICES FOR LIVESTOCK, INCL MEDICAL SUPPLIES & VETERINARY - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","705,000","22.8"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","AG SERVICES","AG SERVICES, CUSTOM SERVICES FOR LIVESTOCK, INCL MEDICAL SUPPLIES & VETERINARY - OPERATIONS WITH EXPENSE","TOTAL","NOT SPECIFIED","287","23.8"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","AG SERVICES","AG SERVICES, CUSTOMWORK - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","807,000","21.9"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","AG SERVICES","AG SERVICES, CUSTOMWORK - OPERATIONS WITH EXPENSE","TOTAL","NOT SPECIFIED","175","24.6"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","AG SERVICES","AG SERVICES, MACHINERY RENTAL - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","298,000","37.0"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","AG SERVICES","AG SERVICES, MACHINERY RENTAL - OPERATIONS WITH EXPENSE","TOTAL","NOT SPECIFIED","57","44.2"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","AG SERVICES","AG SERVICES, OTHER - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","3,583,000","29.5"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","AG SERVICES","AG SERVICES, OTHER - OPERATIONS WITH EXPENSE","TOTAL","NOT SPECIFIED","404","21.7"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","AG SERVICES","AG SERVICES, UTILITIES - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","1,829,000","21.2"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","AG SERVICES","AG SERVICES, UTILITIES - OPERATIONS WITH EXPENSE","TOTAL","NOT SPECIFIED","596","20.9"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","ALPACAS","ALPACAS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","1","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","ALPACAS","ALPACAS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","ALPACAS","ALPACAS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","ANIMAL TOTALS","ANIMAL TOTALS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","4,378,000","28.8"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","ANIMAL TOTALS","ANIMAL TOTALS - OPERATIONS WITH EXPENSE","TOTAL","NOT SPECIFIED","183","28.6"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","ANIMAL TOTALS","ANIMAL TOTALS, (EXCL BREEDING) - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","3,930,000","30.8"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","ANIMAL TOTALS","ANIMAL TOTALS, (EXCL BREEDING) - OPERATIONS WITH EXPENSE","TOTAL","NOT SPECIFIED","114","31.3"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","ANIMAL TOTALS","ANIMAL TOTALS, BREEDING - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","448,000","31.7"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","ANIMAL TOTALS","ANIMAL TOTALS, BREEDING - OPERATIONS WITH EXPENSE","TOTAL","NOT SPECIFIED","95","37.5"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","ANIMAL TOTALS","ANIMAL TOTALS, INCL PRODUCTS - OPERATIONS WITH SALES","PRODUCERS","PRODUCERS: (GENDER = FEMALE)","196","34.5"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","ANIMAL TOTALS","ANIMAL TOTALS, INCL PRODUCTS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","357","24.8"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","ANIMAL TOTALS","ANIMAL TOTALS, INCL PRODUCTS - SALES, MEASURED IN $","PRODUCERS","PRODUCERS: (GENDER = FEMALE)","7,054,000","29.0"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","ANIMAL TOTALS","ANIMAL TOTALS, INCL PRODUCTS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","18,763,000","28.9"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","ANIMAL TOTALS","ANIMAL TOTALS, INCL PRODUCTS - SALES, MEASURED IN PCT OF FARM SALES","PRODUCERS","PRODUCERS: (GENDER = FEMALE)","27","22.1"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","APPLES","APPLES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","APPLES","APPLES - ACRES BEARING & NON-BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","APPLES","APPLES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","2","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","APPLES","APPLES - OPERATIONS WITH AREA BEARING & NON-BEARING","TOTAL","NOT SPECIFIED","2","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","ASPARAGUS","ASPARAGUS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1","0.8"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","ASPARAGUS","ASPARAGUS - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","4","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","ASPARAGUS","ASPARAGUS, FRESH MARKET - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1","0.8"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","ASPARAGUS","ASPARAGUS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","4","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BEANS","BEANS, SNAP - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BEANS","BEANS, SNAP - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","1","99.9"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BEANS","BEANS, SNAP, FRESH MARKET - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BEANS","BEANS, SNAP, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","1","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BEDDING PLANT TOTALS","BEDDING PLANT TOTALS - OPERATIONS WITH AREA IN PRODUCTION","TOTAL","NOT SPECIFIED","3","83.8"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BEDDING PLANT TOTALS","BEDDING PLANT TOTALS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","3","83.8"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BEDDING PLANT TOTALS","BEDDING PLANT TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BEDDING PLANT TOTALS","BEDDING PLANT TOTALS, IN THE OPEN - ACRES IN PRODUCTION","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BEDDING PLANT TOTALS","BEDDING PLANT TOTALS, UNDER PROTECTION - SQ FT IN PRODUCTION","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BEETS","BEETS - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BEETS","BEETS - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","1","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BEETS","BEETS, FRESH MARKET - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BEETS","BEETS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","1","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BERRY TOTALS","BERRY TOTALS - ACRES GROWN","TOTAL","NOT SPECIFIED","22","57.6"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BERRY TOTALS","BERRY TOTALS - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","6","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BERRY TOTALS","BERRY TOTALS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","6","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BERRY TOTALS","BERRY TOTALS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BERRY TOTALS","BERRY TOTALS, IRRIGATED - ACRES GROWN","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BERRY TOTALS","BERRY TOTALS, IRRIGATED - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","2","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BLACKBERRIES","BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BLACKBERRIES","BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BLACKBERRIES","BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","3","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BLACKBERRIES","BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","3","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BLUEBERRIES","BLUEBERRIES - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BLUEBERRIES","BLUEBERRIES - ACRES GROWN","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BLUEBERRIES","BLUEBERRIES - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","2","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BLUEBERRIES","BLUEBERRIES - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","2","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BLUEBERRIES","BLUEBERRIES, TAME - ACRES BEARING","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BLUEBERRIES","BLUEBERRIES, TAME - ACRES GROWN","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BLUEBERRIES","BLUEBERRIES, TAME - OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","2","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","BLUEBERRIES","BLUEBERRIES, TAME - OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","2","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CABBAGE","CABBAGE, CHINESE - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CABBAGE","CABBAGE, CHINESE - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","1","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CABBAGE","CABBAGE, CHINESE, FRESH MARKET - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CABBAGE","CABBAGE, CHINESE, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","1","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CABBAGE","CABBAGE, HEAD - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CABBAGE","CABBAGE, HEAD - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","1","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CABBAGE","CABBAGE, HEAD, FRESH MARKET - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CABBAGE","CABBAGE, HEAD, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","1","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, CALVES - OPERATIONS WITH SALES","SALES OF CALVES","SALES OF CALVES: (1 TO 9 HEAD)","46","47.4"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, CALVES - OPERATIONS WITH SALES","SALES OF CALVES","SALES OF CALVES: (10 TO 19 HEAD)","8","36.4"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, CALVES - OPERATIONS WITH SALES","SALES OF CALVES","SALES OF CALVES: (100 TO 199 HEAD)","3","59.8"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, CALVES - OPERATIONS WITH SALES","SALES OF CALVES","SALES OF CALVES: (20 TO 49 HEAD)","14","48.2"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, CALVES - OPERATIONS WITH SALES","SALES OF CALVES","SALES OF CALVES: (50 TO 99 HEAD)","2","60.7"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, CALVES - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","73","29.3"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, CALVES - SALES, MEASURED IN HEAD","SALES OF CALVES","SALES OF CALVES: (1 TO 9 HEAD)","220","50.6"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, CALVES - SALES, MEASURED IN HEAD","SALES OF CALVES","SALES OF CALVES: (10 TO 19 HEAD)"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, CALVES - SALES, MEASURED IN HEAD","SALES OF CALVES","SALES OF CALVES: (100 TO 199 HEAD)","355","54.8"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, CALVES - SALES, MEASURED IN HEAD","SALES OF CALVES","SALES OF CALVES: (20 TO 49 HEAD)","308","51.5"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, CALVES - SALES, MEASURED IN HEAD","SALES OF CALVES","SALES OF CALVES: (50 TO 99 HEAD)"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, CALVES - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,129","36.0"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, CALVES, VEAL, RAISED OR SOLD - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","1","43.5"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, GE 500 LBS - OPERATIONS WITH SALES","SALES OF CATTLE GE 500 LBS","SALES OF CATTLE GE 500 LBS: (1 TO 9 HEAD)","134","34.7"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, GE 500 LBS - OPERATIONS WITH SALES","SALES OF CATTLE GE 500 LBS","SALES OF CATTLE GE 500 LBS: (10 TO 19 HEAD)","35","35.6"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, GE 500 LBS - OPERATIONS WITH SALES","SALES OF CATTLE GE 500 LBS","SALES OF CATTLE GE 500 LBS: (100 TO 199 HEAD)","4","51.3"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, GE 500 LBS - OPERATIONS WITH SALES","SALES OF CATTLE GE 500 LBS","SALES OF CATTLE GE 500 LBS: (20 TO 49 HEAD)","42","40.4"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, GE 500 LBS - OPERATIONS WITH SALES","SALES OF CATTLE GE 500 LBS","SALES OF CATTLE GE 500 LBS: (200 TO 499 HEAD)","1","83.3"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, GE 500 LBS - OPERATIONS WITH SALES","SALES OF CATTLE GE 500 LBS","SALES OF CATTLE GE 500 LBS: (50 TO 99 HEAD)","8","45.6"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, GE 500 LBS - OPERATIONS WITH SALES","SALES OF CATTLE GE 500 LBS","SALES OF CATTLE GE 500 LBS: (500 OR MORE HEAD)","2","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, GE 500 LBS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","226","21.5"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, GE 500 LBS - SALES, MEASURED IN HEAD","SALES OF CATTLE GE 500 LBS","SALES OF CATTLE GE 500 LBS: (1 TO 9 HEAD)","582","33.0"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, GE 500 LBS - SALES, MEASURED IN HEAD","SALES OF CATTLE GE 500 LBS","SALES OF CATTLE GE 500 LBS: (10 TO 19 HEAD)","430","33.1"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, GE 500 LBS - SALES, MEASURED IN HEAD","SALES OF CATTLE GE 500 LBS","SALES OF CATTLE GE 500 LBS: (100 TO 199 HEAD)","554","47.5"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, GE 500 LBS - SALES, MEASURED IN HEAD","SALES OF CATTLE GE 500 LBS","SALES OF CATTLE GE 500 LBS: (20 TO 49 HEAD)","1,133","40.3"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, GE 500 LBS - SALES, MEASURED IN HEAD","SALES OF CATTLE GE 500 LBS","SALES OF CATTLE GE 500 LBS: (200 TO 499 HEAD)"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, GE 500 LBS - SALES, MEASURED IN HEAD","SALES OF CATTLE GE 500 LBS","SALES OF CATTLE GE 500 LBS: (50 TO 99 HEAD)","498","41.1"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, GE 500 LBS - SALES, MEASURED IN HEAD","SALES OF CATTLE GE 500 LBS","SALES OF CATTLE GE 500 LBS: (500 OR MORE HEAD)"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, GE 500 LBS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","5,081","45.1"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH SALES","PRODUCERS","PRODUCERS: (GENDER = FEMALE)","124","29.2"
